---,Handle,Name,Class,Icon,bIsVisibleInWidget,Description,StaticMesh,DestructibleClass,MaxDurability,CanBeDamaged,UseMeshSockets,CorrectMeshTransform,BuildingRequirements,DestructRequirements,UpgradeObject,UpgradeRequirements,RepairRequirements
Stylized_Stone_RoofWall_Left,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Left"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""DCCF1951487CB446068B5DA0A1B8391F"", ""Stone Left Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Left.BP_EBS_Building_RoofWall_Left_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Tri_Left_Wall.T_Icon_Stylized_Stone_Tri_Left_Wall',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""4FC4E1D5406DE0A475ADD9817E0C63E8"", ""A sturdy sloped wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Sloped_Wall_Left.SM_Stylized_Stone_Sloped_Wall_Left',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_RoofWall_Left.BP_EBS_Chaos_Stylized_Stone_RoofWall_Left_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_RoofWall_Left"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_RoofWall_Right,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Right"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""6FE6ADFA424829230CC63B9F981176E7"", ""Stone Right Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Right.BP_EBS_Building_RoofWall_Right_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Tri_Right_Wall.T_Icon_Stylized_Stone_Tri_Right_Wall',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""173EA7384596FA23BCC444B0B116596E"", ""A sturdy sloped wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Sloped_Wall_Right.SM_Stylized_Stone_Sloped_Wall_Right',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_RoofWall_Right.BP_EBS_Chaos_Stylized_Stone_RoofWall_Right_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_RoofWall_Right"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_RoofWall_Top,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_RoofWall_Top"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""DCCBF778436DE34D87311BBC26EDACB4"", ""Stone Top Roof Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_RoofWall_Top.BP_EBS_Building_RoofWall_Top_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Tri_Wall.T_Icon_Stylized_Stone_Tri_Wall',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""9611CBE44F9508A4FF4F5288FBA65B0E"", ""A sturdy top triangle wall that insulates the inside from the outside, separates rooms, and provides structural integrity. Used in conjunction with the roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Tri_Wall.SM_Stylized_Stone_Tri_Wall',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_RoofWall_Top.BP_EBS_Chaos_Stylized_Stone_RoofWall_Top_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_RoofWall_Top"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Roof,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Roof"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""6D23E18F41CDF5D9DF54CDB6292FBA82"", ""Stone Roof"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Roof.BP_EBS_Building_Roof_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Roof.T_Icon_Stylized_Stone_Roof',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""01D8220B4EB50E5D1BCB4EAFB98AD35F"", ""An inclined long roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Roof.SM_Stylized_Stone_Roof',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Roof.BP_EBS_Chaos_Stylized_Stone_Roof_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Roof"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Roof_Top,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Roof_Top"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""93EAB1904A677A354B0664B828848659"", ""Stone Top Roof"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Roof_Top.BP_EBS_Building_Roof_Top_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Half_Roof.T_Icon_Stylized_Stone_Half_Roof',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""79CEBCC3471B50C7BE1DAA8C14B14FAA"", ""An inclined short roof."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Half_Roof.SM_Stylized_Stone_Half_Roof',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Roof_Top.BP_EBS_Chaos_Stylized_Stone_Roof_Top_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Roof_Top"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Window,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Window"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""4A430C0540AB1F1E547CE9AAF70CCC1F"", ""Stone Window"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Placeable/BP_EBS_Building_Window.BP_EBS_Building_Window_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Window.T_Icon_Stylized_Stone_Window',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""2A986E4C44FA7F527A1DB98A2660E7A6"", ""Simple window bars."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Window.SM_Stylized_Stone_Window',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Window.BP_EBS_Chaos_Stylized_Stone_Window_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Window"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Stone_Door,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Stone_Door"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""B91936664B3A9E8DD90DDA999B348B9D"", ""Stone Door"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Placeable/BP_EBS_Building_Door.BP_EBS_Building_Door_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Stone/T_Icon_Stylized_Stone_Door.T_Icon_Stylized_Stone_Door',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""07B5A7A84C5FBBAE3B19BBBE405BF349"", ""A stable door that provides entrance to structures. Can be locked for security."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Stone/SM_Stylized_Stone_Door.SM_Stylized_Stone_Door',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Stone_Door.BP_EBS_Chaos_Stylized_Stone_Door_C',14000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Stone"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Door"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Stone"")"
Stylized_Metal_Foundation,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Foundation"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""03A7F3EA46F47AD8AF0C7093D8E16853"", ""Metal Foundation"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Foundation.BP_EBS_Building_Foundation_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Metal/T_Icon_Stylized_Metal_Foundation.T_Icon_Stylized_Metal_Foundation',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""D566C5474545339A30227D92C02E3A4A"", ""Required to build structures in an area. Square shape."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Metal/SM_Stylized_Metal_Foundation.SM_Stylized_Metal_Foundation',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Metal_Foundation.BP_EBS_Chaos_Stylized_Metal_Foundation_C',18000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Steel"")","(DataTable=None,RowName="""")","(DataTable=None,RowName="""")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Steel"")"
Stylized_Metal_Foundation_Triangle,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Foundation_Triangle"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""2D5CD5214712E9EC140D96B68F3E1724"", ""Metal Triangle Foundation"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Foundation_Triangle.BP_EBS_Building_Foundation_Triangle_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Metal/T_Icon_Stylized_Metal_Tri_Foundation.T_Icon_Stylized_Metal_Tri_Foundation',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""83173B9A46B96485186565B845C2FF63"", ""Required to build structures in an area. Triangle shape."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Metal/SM_Stylized_Metal_Tri_Foundation.SM_Stylized_Metal_Tri_Foundation',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Metal_Foundation_Triangle.BP_EBS_Chaos_Stylized_Metal_Foundation_Triangle_C',18000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Steel"")","(DataTable=None,RowName="""")","(DataTable=None,RowName="""")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Steel"")"
Stylized_Metal_Ramp,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Ramp"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""03EB499E42D21631B75B6695591B4843"", ""Metal Ramp"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Ramp.BP_EBS_Building_Ramp_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Metal/T_Icon_Stylized_Metal_Ramp.T_Icon_Stylized_Metal_Ramp',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""A759E65242DF4C52A444CF883073B629"", ""An inclined ramp for travelling up or down."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Metal/SM_Stylized_Metal_Ramp.SM_Stylized_Metal_Ramp',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Metal_Ramp.BP_EBS_Chaos_Stylized_Metal_Ramp_C',18000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Steel"")","(DataTable=None,RowName="""")","(DataTable=None,RowName="""")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Steel"")"
Stylized_Metal_Wall,"(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_BuildingObjects.DT_EBS_BuildingObjects'"",RowName=""Stylized_Metal_Wall"")","NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""7711671C484439E9D117C49BF632CD25"", ""Metal Wall"")",/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Modular/BP_EBS_Building_Wall.BP_EBS_Building_Wall_C',/Script/Engine.Texture2D'/Game/EasyBuildingSystem/Textures/Icons/Stylized/Metal/T_Icon_Stylized_Metal_Wall.T_Icon_Stylized_Metal_Wall',FALSE,"NSLOCTEXT(""[B37FB4AB4AAFE1836B2005AFDC42A496]"", ""C5D8FD2A4C83C5D6D85559AC1761BA5F"", ""A wall that insulates the inside from the outside, separates rooms, and provides structural integrity."")",/Script/Engine.StaticMesh'/Game/EasyBuildingSystem/Meshes/Structures/Stylized/Metal/SM_Stylized_Metal_Wall.SM_Stylized_Metal_Wall',/Script/Engine.BlueprintGeneratedClass'/Game/EasyBuildingSystem/Blueprints/BuildingObjects/Chaos/Stylized/BP_EBS_Chaos_Stylized_Metal_Wall.BP_EBS_Chaos_Stylized_Metal_Wall_C',18000,TRUE,FALSE,"(Rotation=(X=0.000000,Y=-0.000000,Z=0.000000,W=1.000000),Translation=(X=0.000000,Y=0.000000,Z=0.000000),Scale3D=(X=1.000000,Y=1.000000,Z=1.000000))","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Build_Steel"")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Destruct_Steel"")","(DataTable=None,RowName="""")","(DataTable=None,RowName="""")","(DataTable=""/Script/Engine.DataTable'/Game/EasyBuildingSystem/Blueprints/DataTables/DT_EBS_Requirements.DT_EBS_Requirements'"",RowName=""Repair_Steel"")"
